p_id,ps_id,exp_id,trial,t_id,N_T,d_feature,rt,response,error
20 4c,7,4,386,right,19,yellow circle,0.464,1,0
20 4c,7,4,234,left,19,yellow circle,0.43,0,0
20 4c,7,4,117,right,19,yellow circle,0.494,1,0
20 4c,7,4,628,right,19,yellow circle,0.494,1,0
20 4c,7,4,253,right,31,yellow circle,0.535,1,0
20 4c,7,4,362,left,31,yellow circle,0.768,0,0
20 4c,7,4,452,left,31,yellow circle,0.727,0,0
20 4c,7,4,395,left,31,yellow circle,0.462,0,0
20 4c,7,4,43,right,31,yellow circle,0.423,1,0
20 4c,7,4,433,left,31,yellow circle,0.599,0,0
21 1b,9,1,256,left,0,circle,0.548,0,0
21 1b,9,1,635,right,0,circle,0.569,1,0
21 1b,9,1,445,right,0,circle,0.544,1,0
21 1b,9,1,488,left,0,circle,0.506,0,0
21 1b,9,1,189,left,0,circle,0.41,0,0
21 1b,9,1,51,right,0,circle,0.559,1,0
21 1b,9,1,484,right,1,circle,0.478,1,0
21 1b,9,1,494,left,1,circle,0.529,0,0
21 1b,9,1,539,right,1,circle,0.501,1,0
21 1b,9,1,35,right,1,circle,0.698,1,0
21 1b,9,1,614,right,1,circle,0.569,1,0
21 1b,9,1,366,left,1,circle,0.521,0,0
21 1b,9,1,164,left,4,circle,0.758,0,0
21 1b,9,1,183,left,4,circle,0.558,0,0
21 1b,9,1,339,left,4,circle,0.885,0,0
21 1b,9,1,230,left,4,circle,0.528,0,0
21 1b,9,1,220,left,4,circle,0.467,0,0
21 1b,9,1,376,left,4,circle,0.567,0,0
21 1b,9,1,485,left,9,circle,0.536,0,0
21 1b,9,1,302,left,9,circle,0.62,0,0
21 1b,9,1,515,right,9,circle,0.551,1,0
21 1b,9,1,320,left,9,circle,0.532,0,0
21 1b,9,1,154,right,9,circle,0.768,1,0
21 1b,9,1,394,left,9,circle,0.657,0,0
21 1b,9,1,359,left,19,circle,0.88,0,0
21 1b,9,1,15,right,19,circle,1.523,1,0
21 1b,9,1,292,left,19,circle,0.863,0,0
21 1b,9,1,239,left,19,circle,0.639,0,0
21 1b,9,1,421,right,19,circle,0.565,1,0
21 1b,9,1,65,left,19,circle,0.84,0,0
21 1b,9,1,495,left,31,circle,0.777,0,0
21 1b,9,1,123,left,31,circle,0.786,0,0
21 1b,9,1,514,left,31,circle,0.63,0,0
21 1b,9,1,344,left,31,circle,0.935,0,0
21 1b,9,1,14,right,31,circle,0.88,1,0
21 1b,9,1,534,right,31,circle,0.604,1,0
21 1b,9,1,70,right,0,diamond,0.446,1,0
21 1b,9,1,316,left,0,diamond,0.462,0,0
21 1b,9,1,124,left,0,diamond,0.505,0,0
21 1b,9,1,217,left,0,diamond,0.492,0,0
21 1b,9,1,502,right,0,diamond,0.832,1,0
21 1b,9,1,256,left,0,diamond,0.548,0,0
21 1b,9,1,575,right,1,diamond,0.482,1,0
21 1b,9,1,55,right,1,diamond,0.512,1,0
21 1b,9,1,472,right,1,diamond,0.461,1,0
21 1b,9,1,414,left,1,diamond,0.547,0,0
21 1b,9,1,508,left,1,diamond,0.44,0,0
21 1b,9,1,481,right,1,diamond,0.667,1,0
21 1b,9,1,557,right,4,diamond,0.611,1,0
21 1b,9,1,138,right,4,diamond,0.699,1,0
21 1b,9,1,143,left,4,diamond,0.579,0,0
21 1b,9,1,350,left,4,diamond,0.586,0,0
21 1b,9,1,206,left,4,diamond,0.445,0,0
21 1b,9,1,336,right,4,diamond,0.563,1,0
21 1b,9,1,375,right,9,diamond,0.507,1,0
21 1b,9,1,285,left,9,diamond,0.621,0,0
21 1b,9,1,27,left,9,diamond,1.147,0,0
21 1b,9,1,468,left,9,diamond,0.71,0,0
21 1b,9,1,408,right,9,diamond,0.623,1,0
21 1b,9,1,403,right,9,diamond,0.448,1,0
21 1b,9,1,151,left,19,diamond,0.471,0,0
21 1b,9,1,226,right,19,diamond,0.747,1,0
21 1b,9,1,111,right,19,diamond,1.12,1,0
21 1b,9,1,324,right,19,diamond,0.56,1,0
21 1b,9,1,337,left,19,diamond,0.58,0,0
21 1b,9,1,536,right,19,diamond,0.545,1,0
21 1b,9,1,86,left,31,diamond,1.244,0,0
21 1b,9,1,180,right,31,diamond,0.769,1,0
21 1b,9,1,569,left,31,diamond,0.572,0,0
21 1b,9,1,513,left,31,diamond,0.516,0,0
21 1b,9,1,606,left,31,diamond,0.727,0,0
21 1b,9,1,99,left,31,diamond,0.71,0,0
21 1b,9,1,406,left,0,triangle,0.467,0,0
21 1b,9,1,284,right,0,triangle,0.506,1,0
21 1b,9,1,124,left,0,triangle,0.505,0,0
21 1b,9,1,199,right,0,triangle,0.493,1,0
21 1b,9,1,278,left,0,triangle,0.426,0,0
21 1b,9,1,25,right,0,triangle,0.657,1,0
21 1b,9,1,277,left,1,triangle,0.533,0,0
21 1b,9,1,234,right,1,triangle,0.494,1,0
21 1b,9,1,95,right,1,triangle,0.941,1,0
21 1b,9,1,413,right,1,triangle,0.449,1,0
21 1b,9,1,39,right,1,triangle,0.543,1,0
21 1b,9,1,190,right,1,triangle,0.446,1,0
21 1b,9,1,629,right,4,triangle,0.718,1,0
21 1b,9,1,547,right,4,triangle,0.516,1,0
21 1b,9,1,593,left,4,triangle,0.681,0,0
21 1b,9,1,519,left,4,triangle,0.499,0,0
21 1b,9,1,80,left,4,triangle,0.569,0,0
21 1b,9,1,428,right,4,triangle,0.736,1,0
21 1b,9,1,48,left,9,triangle,0.686,0,0
21 1b,9,1,272,right,9,triangle,0.685,1,0
21 1b,9,1,503,left,9,triangle,0.563,0,0
21 1b,9,1,201,left,9,triangle,0.564,0,0
21 1b,9,1,144,right,9,triangle,1.278,1,0
21 1b,9,1,482,right,9,triangle,0.565,1,0
21 1b,9,1,248,left,19,triangle,0.762,0,0
21 1b,9,1,465,right,19,triangle,0.974,1,0
21 1b,9,1,616,right,19,triangle,0.587,1,0
21 1b,9,1,573,right,19,triangle,0.581,1,0
21 1b,9,1,348,right,19,triangle,1.162,1,0
21 1b,9,1,439,left,19,triangle,1.244,0,0
21 1b,9,1,550,left,31,triangle,0.741,0,0
21 1b,9,1,197,right,31,triangle,0.982,1,0
21 1b,9,1,440,right,31,triangle,0.61,1,0
21 1b,9,1,147,right,31,triangle,0.791,1,0
21 1b,9,1,64,right,31,triangle,1.254,1,0
21 1b,9,1,362,left,31,triangle,0.526,0,0
21 2a,19,2,54,left,0,blue circle,0.628,0,0
21 2a,19,2,174,left,0,blue circle,1.185,0,0
21 2a,19,2,20,left,0,blue circle,0.779,0,0
21 2a,19,2,590,right,0,blue circle,0.639,1,0
21 2a,19,2,46,left,0,blue circle,0.567,0,0
21 2a,19,2,614,right,0,blue circle,0.73,1,0
21 2a,19,2,540,left,1,blue circle,0.698,0,0
21 2a,19,2,150,right,1,blue circle,0.614,1,0
21 2a,19,2,248,left,1,blue circle,0.512,0,0
21 2a,19,2,636,right,1,blue circle,0.648,1,0
21 2a,19,2,221,right,1,blue circle,0.979,1,0
21 2a,19,2,598,left,1,blue circle,0.682,0,0
21 2a,19,2,162,left,4,blue circle,0.677,0,0
21 2a,19,2,322,right,4,blue circle,1.002,1,0
21 2a,19,2,297,right,4,blue circle,0.813,1,0
21 2a,19,2,567,left,4,blue circle,0.599,0,0
21 2a,19,2,281,right,4,blue circle,0.634,1,0
21 2a,19,2,396,left,4,blue circle,0.851,0,0
21 2a,19,2,390,left,9,blue circle,0.784,0,0
21 2a,19,2,504,right,9,blue circle,1,1,0
21 2a,19,2,122,right,9,blue circle,1.152,1,0
21 2a,19,2,67,right,9,blue circle,0.624,1,0
21 2a,19,2,200,left,9,blue circle,0.639,0,0
21 2a,19,2,591,right,9,blue circle,0.836,1,0
21 2a,19,2,421,right,19,blue circle,0.671,1,0
21 2a,19,2,340,right,19,blue circle,1.099,1,0
21 2a,19,2,369,left,19,blue circle,1.008,0,0
21 2a,19,2,21,right,19,blue circle,0.921,1,0
21 2a,19,2,545,right,19,blue circle,0.749,1,0
21 2a,19,2,387,left,19,blue circle,0.663,0,0
21 2a,19,2,164,right,31,blue circle,0.714,1,0
21 2a,19,2,222,left,31,blue circle,0.848,0,0
21 2a,19,2,310,left,31,blue circle,0.999,0,0
21 2a,19,2,206,left,31,blue circle,0.701,0,0
21 2a,19,2,443,left,31,blue circle,0.717,0,0
21 2a,19,2,566,right,31,blue circle,0.837,1,0
21 2a,19,2,81,right,0,orange diamond,0.876,1,0
21 2a,19,2,208,right,0,orange diamond,0.742,1,0
21 2a,19,2,638,right,0,orange diamond,0.511,1,0
21 2a,19,2,266,right,0,orange diamond,0.573,1,0
21 2a,19,2,254,right,0,orange diamond,0.725,1,0
21 2a,19,2,301,left,0,orange diamond,0.961,0,0
21 2a,19,2,17,right,1,orange diamond,0.67,1,0
21 2a,19,2,447,right,1,orange diamond,0.869,1,0
21 2a,19,2,31,left,1,orange diamond,0.719,0,0
21 2a,19,2,243,left,1,orange diamond,0.619,0,0
21 2a,19,2,131,left,1,orange diamond,0.608,0,0
21 2a,19,2,88,right,1,orange diamond,1.206,1,0
21 2a,19,2,344,right,4,orange diamond,1.048,1,0
21 2a,19,2,44,left,4,orange diamond,0.667,0,0
21 2a,19,2,252,left,4,orange diamond,0.748,0,0
21 2a,19,2,533,left,4,orange diamond,1.113,0,0
21 2a,19,2,410,right,4,orange diamond,0.854,1,0
21 2a,19,2,623,left,4,orange diamond,0.603,0,0
21 2a,19,2,469,left,9,orange diamond,0.84,0,0
21 2a,19,2,603,right,9,orange diamond,0.74,1,0
21 2a,19,2,212,left,9,orange diamond,0.715,0,0
21 2a,19,2,58,left,9,orange diamond,0.557,0,0
21 2a,19,2,463,right,9,orange diamond,1.233,1,0
21 2a,19,2,215,right,9,orange diamond,0.658,1,0
21 2a,19,2,475,right,19,orange diamond,0.582,1,0
21 2a,19,2,503,right,19,orange diamond,0.542,1,0
21 2a,19,2,275,left,19,orange diamond,0.653,0,0
21 2a,19,2,113,right,19,orange diamond,0.731,1,0
21 2a,19,2,140,right,19,orange diamond,0.753,1,0
21 2a,19,2,33,left,19,orange diamond,0.994,0,0
21 2a,19,2,201,left,31,orange diamond,0.852,0,0
21 2a,19,2,542,left,31,orange diamond,0.887,0,0
21 2a,19,2,491,right,31,orange diamond,0.826,1,0
21 2a,19,2,311,left,31,orange diamond,0.653,0,0
21 2a,19,2,256,right,31,orange diamond,0.565,1,0
21 2a,19,2,474,right,31,orange diamond,0.732,1,0
21 2a,19,2,590,right,0,yellow triangle,0.639,1,0
21 2a,19,2,45,left,0,yellow triangle,0.617,0,0
21 2a,19,2,250,right,0,yellow triangle,0.718,1,0
21 2a,19,2,70,left,0,yellow triangle,0.92,0,0
21 2a,19,2,3,left,0,yellow triangle,0.744,0,0
21 2a,19,2,126,right,0,yellow triangle,0.975,1,0
21 2a,19,2,28,left,1,yellow triangle,0.579,0,0
21 2a,19,2,554,left,1,yellow triangle,0.679,0,0
21 2a,19,2,236,right,1,yellow triangle,0.702,1,0
21 2a,19,2,295,left,1,yellow triangle,0.676,0,0
21 2a,19,2,620,left,1,yellow triangle,0.707,0,0
21 2a,19,2,473,left,1,yellow triangle,0.723,0,0
21 2a,19,2,464,right,4,yellow triangle,0.999,1,0
21 2a,19,2,565,right,4,yellow triangle,0.613,1,0
21 2a,19,2,292,left,4,yellow triangle,0.533,0,0
21 2a,19,2,296,right,4,yellow triangle,0.812,1,0
21 2a,19,2,600,left,4,yellow triangle,0.623,0,0
21 2a,19,2,235,right,4,yellow triangle,0.724,1,0
21 2a,19,2,411,right,9,yellow triangle,0.698,1,0
21 2a,19,2,522,right,9,yellow triangle,0.816,1,0
21 2a,19,2,613,right,9,yellow triangle,1.414,1,0
21 2a,19,2,514,left,9,yellow triangle,0.522,0,0
21 2a,19,2,290,left,9,yellow triangle,0.885,0,0
21 2a,19,2,341,left,9,yellow triangle,1.016,0,0
21 2a,19,2,62,left,19,yellow triangle,0.555,0,0
21 2a,19,2,258,right,19,yellow triangle,0.577,1,0
21 2a,19,2,435,right,19,yellow triangle,0.809,1,0
21 2a,19,2,333,left,19,yellow triangle,0.713,0,0
21 2a,19,2,505,left,19,yellow triangle,0.794,0,0
21 2a,19,2,452,right,19,yellow triangle,0.696,1,0
21 2a,19,2,143,right,31,yellow triangle,0.705,1,0
21 2a,19,2,180,right,31,yellow triangle,0.687,1,0
21 2a,19,2,111,right,31,yellow triangle,0.988,1,0
21 2a,19,2,391,left,31,yellow triangle,0.696,0,0
21 2a,19,2,259,left,31,yellow triangle,0.78,0,0
21 2a,19,2,141,right,31,yellow triangle,1.077,1,0
21 2b,11,2,78,right,0,blue triangle,0.577,1,0
21 2b,11,2,313,right,0,blue triangle,0.595,1,0
21 2b,11,2,435,left,0,blue triangle,0.693,0,0
21 2b,11,2,562,left,0,blue triangle,0.567,0,0
21 2b,11,2,368,left,0,blue triangle,0.568,0,0
21 2b,11,2,232,right,0,blue triangle,0.559,1,0
21 2b,11,2,535,left,1,blue triangle,0.931,0,0
21 2b,11,2,474,right,1,blue triangle,1.016,1,0
21 2b,11,2,456,left,1,blue triangle,1.103,0,0
21 2b,11,2,511,right,1,blue triangle,0.635,1,0
21 2b,11,2,194,left,1,blue triangle,0.755,0,0
21 2b,11,2,123,left,1,blue triangle,0.817,0,0
21 2b,11,2,620,left,4,blue triangle,0.789,0,0
21 2b,11,2,284,right,4,blue triangle,0.73,1,0
21 2b,11,2,418,right,4,blue triangle,0.916,1,0
21 2b,11,2,69,right,4,blue triangle,0.54,1,0
21 2b,11,2,546,right,4,blue triangle,0.764,1,0
21 2b,11,2,212,left,4,blue triangle,0.604,0,0
21 2b,11,2,299,right,9,blue triangle,0.737,1,0
21 2b,11,2,180,left,9,blue triangle,0.673,0,0
21 2b,11,2,28,right,9,blue triangle,0.667,1,0
21 2b,11,2,309,left,9,blue triangle,0.665,0,0
21 2b,11,2,289,left,9,blue triangle,0.787,0,0
21 2b,11,2,416,right,9,blue triangle,0.719,1,0
21 2b,11,2,263,left,19,blue triangle,1.039,0,0
21 2b,11,2,402,left,19,blue triangle,1.085,0,0
21 2b,11,2,310,right,19,blue triangle,0.756,1,0
21 2b,11,2,542,left,19,blue triangle,1.496,0,0
21 2b,11,2,252,left,19,blue triangle,0.712,0,0
21 2b,11,2,588,right,19,blue triangle,1.144,1,0
21 2b,11,2,7,right,31,blue triangle,0.766,1,0
21 2b,11,2,268,left,31,blue triangle,0.776,0,0
21 2b,11,2,532,right,31,blue triangle,0.748,1,0
21 2b,11,2,301,right,31,blue triangle,0.652,1,0
21 2b,11,2,493,left,31,blue triangle,1.51,0,0
21 2b,11,2,319,right,31,blue triangle,0.763,1,0
21 2b,11,2,380,left,0,orange circle,0.709,0,0
21 2b,11,2,313,right,0,orange circle,0.595,1,0
21 2b,11,2,404,right,0,orange circle,0.618,1,0
21 2b,11,2,320,left,0,orange circle,0.932,0,0
21 2b,11,2,140,right,0,orange circle,0.658,1,0
21 2b,11,2,562,left,0,orange circle,0.567,0,0
21 2b,11,2,391,right,1,orange circle,0.64,1,0
21 2b,11,2,603,left,1,orange circle,0.601,0,0
21 2b,11,2,111,left,1,orange circle,0.663,0,0
21 2b,11,2,71,right,1,orange circle,0.49,1,0
21 2b,11,2,103,left,1,orange circle,0.759,0,0
21 2b,11,2,533,right,1,orange circle,0.6,1,0
21 2b,11,2,357,left,4,orange circle,0.513,0,0
21 2b,11,2,274,left,4,orange circle,0.634,0,0
21 2b,11,2,200,left,4,orange circle,0.538,0,0
21 2b,11,2,442,left,4,orange circle,0.624,0,0
21 2b,11,2,545,left,4,orange circle,0.699,0,0
21 2b,11,2,260,right,4,orange circle,0.686,1,0
21 2b,11,2,183,left,9,orange circle,0.702,0,0
21 2b,11,2,377,right,9,orange circle,0.656,1,0
21 2b,11,2,419,right,9,orange circle,0.978,1,0
21 2b,11,2,152,left,9,orange circle,0.735,0,0
21 2b,11,2,70,right,9,orange circle,0.583,1,0
21 2b,11,2,169,left,9,orange circle,0.505,0,0
21 2b,11,2,172,left,19,orange circle,0.622,0,0
21 2b,11,2,353,left,19,orange circle,0.572,0,0
21 2b,11,2,634,left,19,orange circle,0.641,0,0
21 2b,11,2,58,left,19,orange circle,0.525,0,0
21 2b,11,2,557,right,19,orange circle,0.55,1,0
21 2b,11,2,22,left,19,orange circle,0.497,0,0
21 2b,11,2,417,left,31,orange circle,0.685,0,0
21 2b,11,2,166,right,31,orange circle,0.535,1,0
21 2b,11,2,197,right,31,orange circle,0.706,1,0
21 2b,11,2,482,left,31,orange circle,0.883,0,0
21 2b,11,2,367,right,31,orange circle,0.867,1,0
21 2b,11,2,119,right,31,orange circle,0.57,1,0
21 2b,11,2,313,right,0,yellow diamond,0.595,1,0
21 2b,11,2,383,left,0,yellow diamond,0.454,0,0
21 2b,11,2,460,right,0,yellow diamond,0.484,1,0
21 2b,11,2,356,right,0,yellow diamond,0.673,1,0
21 2b,11,2,19,right,0,yellow diamond,0.413,1,0
21 2b,11,2,78,right,0,yellow diamond,0.577,1,0
21 2b,11,2,248,right,1,yellow diamond,0.639,1,0
21 2b,11,2,507,left,1,yellow diamond,0.65,0,0
21 2b,11,2,564,right,1,yellow diamond,0.641,1,0
21 2b,11,2,465,right,1,yellow diamond,0.575,1,0
21 2b,11,2,46,right,1,yellow diamond,0.48,1,0
21 2b,11,2,192,right,1,yellow diamond,0.568,1,0
21 2b,11,2,16,right,4,yellow diamond,0.859,1,0
21 2b,11,2,331,right,4,yellow diamond,0.495,1,0
21 2b,11,2,423,right,4,yellow diamond,0.754,1,0
21 2b,11,2,550,right,4,yellow diamond,0.686,1,0
21 2b,11,2,335,right,4,yellow diamond,0.589,1,0
21 2b,11,2,556,left,4,yellow diamond,0.822,0,0
21 2b,11,2,208,right,9,yellow diamond,0.646,1,0
21 2b,11,2,561,right,9,yellow diamond,0.568,1,0
21 2b,11,2,360,right,9,yellow diamond,0.819,1,0
21 2b,11,2,571,left,9,yellow diamond,0.535,0,0
21 2b,11,2,275,left,9,yellow diamond,0.576,0,0
21 2b,11,2,139,left,9,yellow diamond,0.715,0,0
21 2b,11,2,348,left,19,yellow diamond,0.565,0,0
21 2b,11,2,116,left,19,yellow diamond,0.589,0,0
21 2b,11,2,614,left,19,yellow diamond,0.722,0,0
21 2b,11,2,503,right,19,yellow diamond,0.493,1,0
21 2b,11,2,433,left,19,yellow diamond,0.584,0,0
21 2b,11,2,328,left,19,yellow diamond,0.674,0,0
21 2b,11,2,615,left,31,yellow diamond,0.663,0,0
21 2b,11,2,504,left,31,yellow diamond,0.788,0,0
21 2b,11,2,3,right,31,yellow diamond,0.728,1,0
21 2b,11,2,267,right,31,yellow diamond,0.577,1,0
21 2b,11,2,8,left,31,yellow diamond,0.71,0,0
21 2b,11,2,9,right,31,yellow diamond,0.66,1,0
21 2c,12,2,444,right,0,blue diamond,0.428,1,0
21 2c,12,2,543,left,0,blue diamond,0.49,0,0
21 2c,12,2,212,left,0,blue diamond,0.469,0,0
21 2c,12,2,362,right,0,blue diamond,0.446,1,0
21 2c,12,2,628,right,0,blue diamond,0.422,1,0
21 2c,12,2,602,right,0,blue diamond,0.358,1,0
21 2c,12,2,66,right,1,blue diamond,0.779,1,0
21 2c,12,2,476,left,1,blue diamond,1.037,0,0
21 2c,12,2,189,left,1,blue diamond,0.679,0,0
21 2c,12,2,1,left,1,blue diamond,0.853,0,0
21 2c,12,2,637,right,1,blue diamond,0.418,1,0
21 2c,12,2,450,left,1,blue diamond,0.829,0,0
21 2c,12,2,381,left,4,blue diamond,0.616,0,0
21 2c,12,2,210,left,4,blue diamond,0.722,0,0
21 2c,12,2,119,left,4,blue diamond,0.493,0,0
21 2c,12,2,498,right,4,blue diamond,0.641,1,0
21 2c,12,2,636,right,4,blue diamond,0.459,1,0
21 2c,12,2,260,right,4,blue diamond,0.822,1,0
21 2c,12,2,85,left,9,blue diamond,0.472,0,0
21 2c,12,2,221,right,9,blue diamond,0.481,1,0
21 2c,12,2,106,left,9,blue diamond,0.669,0,0
21 2c,12,2,227,left,9,blue diamond,0.911,0,0
21 2c,12,2,320,left,9,blue diamond,0.678,0,0
21 2c,12,2,354,left,9,blue diamond,0.587,0,0
21 2c,12,2,359,left,19,blue diamond,0.871,0,0
21 2c,12,2,46,left,19,blue diamond,0.883,0,0
21 2c,12,2,316,right,19,blue diamond,0.576,1,0
21 2c,12,2,334,left,19,blue diamond,0.502,0,0
21 2c,12,2,43,right,19,blue diamond,0.532,1,0
21 2c,12,2,420,left,19,blue diamond,0.531,0,0
21 2c,12,2,17,left,31,blue diamond,0.638,0,0
21 2c,12,2,399,right,31,blue diamond,0.627,1,0
21 2c,12,2,204,right,31,blue diamond,0.595,1,0
21 2c,12,2,91,right,31,blue diamond,0.627,1,0
21 2c,12,2,162,left,31,blue diamond,0.705,0,0
21 2c,12,2,593,left,31,blue diamond,0.852,0,0
21 2c,12,2,141,right,0,orange triangle,0.457,1,0
21 2c,12,2,444,right,0,orange triangle,0.428,1,0
21 2c,12,2,34,right,0,orange triangle,0.378,1,0
21 2c,12,2,365,right,0,orange triangle,0.584,1,0
21 2c,12,2,564,right,0,orange triangle,0.552,1,0
21 2c,12,2,276,right,0,orange triangle,0.463,1,0
21 2c,12,2,611,left,1,orange triangle,0.469,0,0
21 2c,12,2,339,right,1,orange triangle,0.436,1,0
21 2c,12,2,307,left,1,orange triangle,0.805,0,0
21 2c,12,2,487,left,1,orange triangle,0.604,0,0
21 2c,12,2,35,left,1,orange triangle,0.822,0,0
21 2c,12,2,600,right,1,orange triangle,0.556,1,0
21 2c,12,2,174,left,4,orange triangle,0.543,0,0
21 2c,12,2,4,left,4,orange triangle,0.536,0,0
21 2c,12,2,364,left,4,orange triangle,0.406,0,0
21 2c,12,2,490,left,4,orange triangle,0.968,0,0
21 2c,12,2,352,left,4,orange triangle,0.381,0,0
21 2c,12,2,29,right,4,orange triangle,0.615,1,0
21 2c,12,2,580,right,9,orange triangle,0.564,1,0
21 2c,12,2,537,right,9,orange triangle,0.836,1,0
21 2c,12,2,107,right,9,orange triangle,0.596,1,0
21 2c,12,2,148,left,9,orange triangle,0.588,0,0
21 2c,12,2,484,left,9,orange triangle,0.672,0,0
21 2c,12,2,255,left,9,orange triangle,0.541,0,0
21 2c,12,2,447,right,19,orange triangle,0.45,1,0
21 2c,12,2,132,left,19,orange triangle,1.03,0,0
21 2c,12,2,300,left,19,orange triangle,0.486,0,0
21 2c,12,2,32,left,19,orange triangle,0.859,0,0
21 2c,12,2,75,left,19,orange triangle,0.626,0,0
21 2c,12,2,95,left,19,orange triangle,0.847,0,0
21 2c,12,2,191,right,31,orange triangle,0.643,1,0
21 2c,12,2,242,right,31,orange triangle,0.644,1,0
21 2c,12,2,160,left,31,orange triangle,0.522,0,0
21 2c,12,2,131,right,31,orange triangle,1.112,1,0
21 2c,12,2,248,right,31,orange triangle,0.595,1,0
21 2c,12,2,351,left,31,orange triangle,0.516,0,0
21 2c,12,2,564,right,0,yellow circle,0.552,1,0
21 2c,12,2,623,right,0,yellow circle,0.458,1,0
21 2c,12,2,362,right,0,yellow circle,0.446,1,0
21 2c,12,2,472,right,0,yellow circle,0.384,1,0
21 2c,12,2,328,left,0,yellow circle,0.383,0,0
21 2c,12,2,438,left,0,yellow circle,0.521,0,0
21 2c,12,2,114,right,1,yellow circle,0.872,1,0
21 2c,12,2,203,right,1,yellow circle,0.502,1,0
21 2c,12,2,523,right,1,yellow circle,0.602,1,0
21 2c,12,2,591,right,1,yellow circle,0.425,1,0
21 2c,12,2,127,left,1,yellow circle,0.86,0,0
21 2c,12,2,548,right,1,yellow circle,0.549,1,0
21 2c,12,2,112,right,4,yellow circle,0.444,1,0
21 2c,12,2,370,left,4,yellow circle,0.572,0,0
21 2c,12,2,567,right,4,yellow circle,0.668,1,0
21 2c,12,2,314,right,4,yellow circle,0.765,1,0
21 2c,12,2,530,left,4,yellow circle,0.697,0,0
21 2c,12,2,371,right,4,yellow circle,0.526,1,0
21 2c,12,2,89,left,9,yellow circle,0.574,0,0
21 2c,12,2,98,left,9,yellow circle,0.527,0,0
21 2c,12,2,607,left,9,yellow circle,0.598,0,0
21 2c,12,2,382,left,9,yellow circle,0.446,0,0
21 2c,12,2,460,left,9,yellow circle,0.479,0,0
21 2c,12,2,288,right,9,yellow circle,0.404,1,0
21 2c,12,2,192,left,19,yellow circle,0.639,0,0
21 2c,12,2,448,right,19,yellow circle,0.389,1,0
21 2c,12,2,348,right,19,yellow circle,0.523,1,0
21 2c,12,2,568,left,19,yellow circle,0.711,0,0
21 2c,12,2,94,right,19,yellow circle,0.796,1,0
21 2c,12,2,597,right,19,yellow circle,0.604,1,0
21 2c,12,2,536,right,31,yellow circle,0.413,1,0
21 2c,12,2,353,right,31,yellow circle,0.525,1,0
21 2c,12,2,635,left,31,yellow circle,0.647,0,0
21 2c,12,2,207,left,31,yellow circle,0.557,0,0
21 2c,12,2,87,right,31,yellow circle,0.476,1,0
21 2c,12,2,302,right,31,yellow circle,0.416,1,0
21 3a,2,3,78,left,0,blue,0.499,0,0
21 3a,2,3,465,left,0,blue,0.448,0,0
21 3a,2,3,527,left,0,blue,0.375,0,0
21 3a,2,3,121,left,0,blue,0.519,0,0
21 3a,2,3,312,left,0,blue,0.431,0,0
21 3a,2,3,400,right,0,blue,0.48,1,0
21 3a,2,3,584,right,1,blue,0.723,1,0
21 3a,2,3,381,left,1,blue,0.443,0,0
21 3a,2,3,239,right,1,blue,0.907,1,0
21 3a,2,3,219,left,1,blue,0.611,0,0
21 3a,2,3,221,right,1,blue,0.521,1,0
21 3a,2,3,153,left,1,blue,0.339,0,0
21 3a,2,3,220,left,4,blue,0.47,0,0
21 3a,2,3,146,right,4,blue,0.5,1,0
21 3a,2,3,200,right,4,blue,0.51,1,0
21 3a,2,3,167,left,4,blue,0.462,0,0
21 3a,2,3,618,right,4,blue,0.721,1,0
21 3a,2,3,3,left,4,blue,0.474,0,0
21 3a,2,3,413,left,9,blue,0.519,0,0
21 3a,2,3,517,right,9,blue,0.502,1,0
21 3a,2,3,337,right,9,blue,0.627,1,0
21 3a,2,3,22,left,9,blue,0.381,0,0
21 3a,2,3,4,right,9,blue,0.52,1,0
21 3a,2,3,380,left,9,blue,0.471,0,0
21 3a,2,3,349,left,19,blue,0.479,0,0
21 3a,2,3,171,right,19,blue,0.59,1,0
21 3a,2,3,124,left,19,blue,0.439,0,0
21 3a,2,3,187,right,19,blue,0.467,1,0
21 3a,2,3,98,left,19,blue,0.55,0,0
21 3a,2,3,538,right,19,blue,0.484,1,0
21 3a,2,3,566,left,31,blue,0.518,0,0
21 3a,2,3,453,right,31,blue,0.5,1,0
21 3a,2,3,249,right,31,blue,0.474,1,0
21 3a,2,3,364,left,31,blue,0.461,0,0
21 3a,2,3,507,left,31,blue,0.583,0,0
21 3a,2,3,411,left,31,blue,0.443,0,0
21 3a,2,3,68,right,0,orange,0.634,1,0
21 3a,2,3,619,right,0,orange,0.539,1,0
21 3a,2,3,248,left,0,orange,0.434,0,0
21 3a,2,3,399,right,0,orange,0.524,1,0
21 3a,2,3,481,right,0,orange,0.91,1,0
21 3a,2,3,611,left,0,orange,0.45,0,0
21 3a,2,3,35,left,1,orange,0.671,0,0
21 3a,2,3,225,right,1,orange,0.352,1,0
21 3a,2,3,235,right,1,orange,0.548,1,0
21 3a,2,3,368,right,1,orange,0.619,1,0
21 3a,2,3,168,right,1,orange,0.696,1,0
21 3a,2,3,535,right,1,orange,0.68,1,0
21 3a,2,3,612,left,4,orange,0.471,0,0
21 3a,2,3,39,right,4,orange,0.526,1,0
21 3a,2,3,69,left,4,orange,0.667,0,0
21 3a,2,3,524,left,4,orange,0.591,0,0
21 3a,2,3,461,right,4,orange,0.409,1,0
