ImageFile,targ_side,correctAnswer,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,fix.started,fix.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Practice arrays/exp1a_trial_36_colour0_distractors0_r.png,r,2,0,8,8,18,,,,,,,,,,,,,,,,,,,,,,,27.95135741570266,None,space,0.4087181549984962,27.95135741570266,None,28.45159341429826,None,2,1,0.260378576873336,28.45159341429826,None,28.735265289549716,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_21_colour1_distractors19_l.png,l,1,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,29.73652864189353,None,space,0.5679443868575618,29.73652864189353,None,30.420239044935443,None,2,0,0.1079577436321415,30.420239044935443,None,30.570406131912023,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_13_colour3_distractors4_r.png,r,2,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,31.57165540434653,None,space,0.4046208998770453,31.57165540434653,None,32.088660260953475,None,2,1,0.10341665119631216,32.088660260953475,None,32.238704468647484,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_0_colour1_distractors1_r.png,r,2,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,33.23992238123901,None,space,0.37627355224685743,33.23992238123901,None,33.72339816170279,None,2,1,0.11691480915760621,33.72339816170279,None,33.85701846930897,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_10_colour2_distractors31_r.png,r,2,0,12,12,5,,,,,,,,,,,,,,,,,,,,,,,34.85817494225921,None,space,0.3579994233441539,34.85817494225921,None,35.3249548242311,None,2,1,0.14735558407846838,35.3249548242311,None,35.49190964916488,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_33_colour3_distractors19_l.png,l,1,0,13,13,16,,,,,,,,,,,,,,,,,,,,,,,36.49300276255235,None,space,0.37117598322220147,36.49300276255235,None,36.97672334150411,None,2,0,0.1834670445532538,36.97672334150411,None,37.193735462089535,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_29_colour2_distractors43_l.png,l,1,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,38.19466953637311,None,space,0.35753894614754245,38.19466953637311,None,38.661569737654645,None,2,0,0.16282652999507263,38.661569737654645,None,38.84520126116695,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_20_colour1_distractors9_l.png,l,1,0,15,15,10,,,,,,,,,,,,,,,,,,,,,,,39.846411173813976,None,space,0.32954007637454197,39.846411173813976,None,40.2799250180251,None,2,0,0.16022686584619805,40.2799250180251,None,40.46342662232928,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_28_colour2_distractors31_l.png,l,1,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,41.464616055134684,None,space,0.3275650483556092,41.464616055134684,None,41.89830973825883,None,2,0,0.16580187191721052,41.89830973825883,None,42.08172782306792,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_3_colour1_distractors19_r.png,r,2,0,17,17,1,,,,,,,,,,,,,,,,,,,,,,,43.082779016694985,None,space,0.3734284495585598,43.082779016694985,None,43.58323517389363,None,2,1,0.1529549100669101,43.58323517389363,None,43.78355171601288,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_7_colour2_distractors4_r.png,r,2,0,18,18,3,,,,,,,,,,,,,,,,,,,,,,,44.784622429462615,None,space,0.26369983673794195,44.784622429462615,None,45.15131875994848,None,2,1,0.1367802883614786,45.15131875994848,None,45.318344624422025,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
Practice arrays/exp1a_trial_12_colour3_distractors1_r.png,r,2,0,19,19,6,,,,,,,,,,,,,,,,,,,,,,,46.31939357804367,None,space,0.3849179797107354,46.31939357804367,None,46.8029439180973,None,2,1,0.17331734619801864,46.8029439180973,None,47.00338781939354,None,,,,,,,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.087555947655346,None,space,0.6057166372193024,51.09081512782723,None,,001,2020_Dec_17_2314,searchDisc3,2020.2.2,60.0032833641522,
