ImageFile,targ_side,correctAnswer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
images/exp1a_trial_12_colour3_distractors9_r.png,r,2,0,32,32,12,44.99917729990557,None,2,1,1.1352707999758422,44.99917729990557,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_60_colour3_distractors19_l.png,l,1,0,33,33,60,46.20318899990525,None,1,1,0.6830380000174046,46.20318899990525,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_47_colour1_distractors1_l.png,l,1,0,34,34,47,46.94919949991163,None,1,1,1.0016210000030696,46.94919949991163,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_32_colour1_distractors1_r.png,r,2,0,35,35,32,48.0009419999551,None,2,1,0.7977318000048399,48.0009419999551,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_83_colour1_distractors31_l.png,l,1,0,36,36,83,48.86873270000797,None,1,1,0.6575165999820456,48.86873270000797,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_43_colour3_distractors4_r.png,r,2,0,37,37,43,49.59613510000054,None,2,1,0.6741727999178693,49.59613510000054,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_6_colour2_distractors4_r.png,r,2,0,38,38,6,50.34506469999906,None,2,1,0.9494617000455037,50.34506469999906,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_84_colour2_distractors1_l.png,l,1,0,39,39,84,51.36329739994835,None,1,1,0.5631855999818072,51.36329739994835,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_81_colour1_distractors9_l.png,l,1,0,40,40,81,51.99328289995901,None,1,1,0.8290597000159323,51.99328289995901,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_93_colour3_distractors31_l.png,l,1,0,41,41,93,52.89616369991563,None,1,1,0.7902451000409201,52.89616369991563,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_71_colour2_distractors9_r.png,r,2,0,42,42,71,53.75784539990127,None,2,1,0.8483736000489444,53.75784539990127,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_3_colour1_distractors19_r.png,r,2,0,43,43,3,54.66982289997395,None,2,1,1.0965416999533772,54.66982289997395,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_33_colour1_distractors4_r.png,r,2,0,44,44,33,55.82973919995129,None,2,1,0.8086417999584228,55.82973919995129,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_78_colour3_distractors31_r.png,r,2,0,45,45,78,56.70936769992113,None,2,1,0.7049929000204429,56.70936769992113,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_15_colour1_distractors1_l.png,l,1,0,46,46,15,57.480577699956484,None,1,1,0.9501069999532774,57.480577699956484,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_39_colour2_distractors9_r.png,r,2,0,47,47,39,58.49457330000587,None,2,1,0.8158337000058964,58.49457330000587,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_14_colour3_distractors31_r.png,r,2,0,48,48,14,59.382920900010504,None,1,0,0.7595217000925913,59.382920900010504,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_68_colour1_distractors31_r.png,r,2,0,49,49,68,60.224939699983224,None,2,1,0.5173920999513939,60.224939699983224,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_2_colour1_distractors9_r.png,r,2,0,50,50,2,60.82590860000346,None,2,1,0.36450839997269213,60.82590860000346,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_86_colour2_distractors9_l.png,l,1,0,51,51,86,61.24642649991438,None,2,0,0.28794259997084737,61.24642649991438,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_38_colour2_distractors4_r.png,r,2,0,52,52,38,61.598460999899544,None,2,1,0.287931099999696,61.598460999899544,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_55_colour2_distractors19_l.png,l,1,0,53,53,55,61.959591199993156,None,2,0,0.31913059996441007,61.959591199993156,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_11_colour3_distractors4_r.png,r,2,0,54,54,11,62.34587869991083,None,2,1,0.22852120001334697,62.34587869991083,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_90_colour3_distractors4_l.png,l,1,0,55,55,90,62.64431050000712,None,2,0,0.2580702999839559,62.64431050000712,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_34_colour1_distractors9_r.png,r,2,0,56,56,34,62.97915859997738,None,2,1,0.20330029993783683,62.97915859997738,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_44_colour3_distractors9_r.png,r,2,0,57,57,44,63.24348389997613,None,2,1,0.242831900017336,63.24348389997613,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_27_colour3_distractors9_l.png,l,1,0,58,58,27,63.55583709990606,None,2,0,0.23458589997608215,63.55583709990606,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
images/exp1a_trial_63_colour0_distractors0_l.png,l,1,0,59,59,63,63.86028499994427,None,2,0,0.22606439993251115,63.86028499994427,None,None,None,None,None,None,,10,001,2020_Oct_08_1413,searchDisc,2020.2.4,59.84017887331191,
